name,username_type,acount_age,number_of_edits,total_posts,talking_type,status,rights,partition,editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient,UID,only_edits
Lydia Pintscher (WMDE),registered,124.05360479681308,6867,6992,0,1,13,2,Lydia Pintscher (WMDE),0.0489224333909247,0.0327890211814623,0.3647796824650594,0.0032922241210966,0.1804409094838765,U150,-125.0
Asperatus,registered,112.71918314544446,1298,2,1,1,1,6,Asperatus,9.09338910611985e-05,9.42653528723788e-05,0.2505534112082926,0.0,1.0,U151,1296.0
Bahnmoeller,registered,103.61824297859944,104131,103,1,1,1,6,Bahnmoeller,0.0118214058379558,0.0059772912867812,0.3208934503503582,0.0001727592345148,0.6243540243540243,U152,104028.0
WiseWoman,registered,117.6866191639801,1499,114,1,1,1,1,WiseWoman,0.006456306265345,0.0056431485915894,0.3166866936870921,0.0001291353493032,0.4564978523624013,U153,1385.0
Bever,registered,87.51931327208027,2394,153,0,0,1,2,Bever,0.0117759388924252,0.0118762217706142,0.3338741393920043,8.34471571316762e-05,0.4451527939900033,U154,2241.0
MisterSynergy,registered,122.94420297625702,2628900,5972,0,1,8,1,MisterSynergy,0.1080749295262344,0.0597875259697583,0.3879884965258566,0.0114508105484012,0.1048569413104541,U155,2622928.0
MisterSynergy,registered,122.94420297625702,2628900,5972,0,1,3,1,MisterSynergy,0.1080749295262344,0.0597875259697583,0.3879884965258566,0.0114508105484012,0.1048569413104541,U155,2622928.0
MisterSynergy,registered,122.94420297625702,2628900,5972,0,1,12,1,MisterSynergy,0.1080749295262344,0.0597875259697583,0.3879884965258566,0.0114508105484012,0.1048569413104541,U155,2622928.0
Hans G. Oberlack,registered,121.1384582389326,16440,20,2,1,1,1,Hans G. Oberlack,0.0024097481131217,0.0023834804773611,0.2889257976973105,7.603490278863924e-05,0.7416545718432511,U156,16420.0
Tacsipacsi,registered,123.19964475656585,53555,895,0,1,12,6,Tacsipacsi,0.0376466308993361,0.0240652474871488,0.3605852860676729,0.0024812288344277,0.1926934557711067,U157,52660.0
Kleeblatt187,registered,119.57082280950328,69893,465,1,1,1,3,Kleeblatt187,0.0015913430935709,0.0011403051695385,0.2832451946825997,9.994277462541892e-05,0.3495798319327731,U158,69428.0
Claudio Niada,registered,6.768714545054922e-05,1,1,1,1,1,1683,Claudio Niada,0.0003182686187141,0.0002036603964548,0.2583525696477821,0.0,1.0,U159,0.0
Sänger,registered,115.78330378675356,2613,310,0,1,10,1,Sänger,0.0117759388924252,0.010335957202243,0.3291584029599138,0.0003468313244418,0.4605369489090419,U160,2303.0
Jon Harald Søby,registered,123.8207598756686,1226963,3936,1,1,10,5,Jon Harald Søby,0.0688369555333272,0.0537038165842794,0.3729291375612352,0.003482192997016,0.2168821337924688,U161,1223027.0
Gloumouth1,registered,123.92288380702928,6397,83,0,1,1,2,Gloumouth1,0.00986632718014,0.0100824710884052,0.3282855931409945,3.7955617524458094e-05,0.4885219320703192,U162,6314.0
Littledogboy,registered,106.19377232630072,11503,1039,1,1,1,2,Littledogboy,0.0396017095571519,0.0323633574627579,0.3600064098284536,0.0017762246040684,0.2808160787574066,U163,10464.0
Gugganij,registered,121.4165854801186,5272,8,1,1,1,2,Gugganij,4.546694553059925e-05,0.0001049356795262,0.2517155180142018,0.0,0.0,U165,5264.0
Grabado,registered,93.13883888405952,1533,10,0,1,1,3,Grabado,0.0004546694553059,0.0003605430724589,0.2566620945877851,6.765040821079483e-05,0.2888888888888888,U166,1523.0
Don-vip,registered,120.05632369057696,7686,3,1,1,1,1683,Don-vip,0.0014094753114485,0.0005041415223656,0.2668564285346573,1.0834070047316737e-06,0.8946236559139785,U167,7683.0
Mr.choppers,registered,119.73765945456329,330,7,1,1,1,2,Mr.choppers,0.0001364008365917,0.0002869656524005,0.2614671685602905,0.0,1.0,U168,323.0
The Anonymouse,registered,35.64908359970887,31335,1444,0,0,1,2,The Anonymouse,0.0516504501227607,0.0384523566996772,0.3651270810136883,0.0028901363972329,0.2198579140038468,U169,29891.0
Galzigler,registered,123.7963073239773,1037,19,1,1,1,1,Galzigler,0.0006820041829589,0.001162947869736,0.2867301540150193,2.4320307354222085e-08,0.8571428571428571,U170,1018.0
Flinga sv,registered,2.26465902030082,5,1,1,0,1,11,Flinga sv,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U171,4.0
Sillyfolkboy,registered,115.0379972058138,21089,53,0,1,1,1,Sillyfolkboy,0.0040465581522233,0.0042336325288645,0.3070727713235129,2.0014786896880896e-05,0.5224719101123596,U172,21036.0
Adelheid24,registered,0.0003281685759765,1,1,1,0,1,10,Adelheid24,4.546694553059925e-05,0.0001076355944026,0.254306136898249,0.0,0.0,U173,0.0
Espeso,registered,1.3961085975603726,7665,260,0,0,10,2,Espeso,0.0093661907793034,0.0084087839867948,0.3090530102211968,6.613482681254646e-05,0.4278948614728866,U174,7405.0
Verdy p,registered,121.54349545545465,50458,258,0,1,1,1,Verdy p,0.0106392652541602,0.0102495499720335,0.3277695489389858,0.0002222445462271,0.4186566890429551,U175,50200.0
TomT0m,registered,123.90676628084994,127691,4480,0,1,1,1,TomT0m,0.0563335455124124,0.0330442430425188,0.3683065266215236,0.0025629345684423,0.1449694305037806,U176,123211.0
PAC2,registered,123.9546579783751,28053,551,0,1,1,1,PAC2,0.0143220878421387,0.0119250265599546,0.3398796538098478,0.0002107427617782,0.3532706500859367,U177,27502.0
Goldzahn,registered,109.96320481141524,8509,227,0,1,1,2,Goldzahn,0.0105028644175684,0.0101745543742421,0.3209367756886173,5.16622295029904e-05,0.4632034632034632,U178,8282.0
Mange01,registered,66.8208872643974,1907,203,0,0,1,2,Mange01,0.0074565790670182,0.0077570694702608,0.3017863447192079,9.067351081550151e-05,0.5538680233428102,U179,1704.0
Docu,registered,15.183994195637146,235901,1441,0,0,1,2,Docu,0.0382377011912339,0.0332052860737945,0.3580110733802207,0.000803217993708,0.3065454957250438,U180,234460.0
Ivan A. Krestinin,registered,118.94250281205863,77796,4157,1,1,9,6,Ivan A. Krestinin,0.0529235245976175,0.0335367456679585,0.3679872318433514,0.0021595280196564,0.1710161243141183,U182,73639.0
Ivan A. Krestinin,registered,118.94250281205863,77796,4157,1,1,2,6,Ivan A. Krestinin,0.0529235245976175,0.0335367456679585,0.3679872318433514,0.0021595280196564,0.1710161243141183,U182,73639.0
Gymel,registered,110.83473346855553,137368,619,0,1,1,2,Gymel,0.0129580794762207,0.0126629836655254,0.3330041639090125,0.0003783875187669,0.4149493451939708,U183,136749.0
Haplology,registered,42.91443736391271,1617853,1212,1,0,10,2,Haplology,0.0173229062471583,0.0181202922825753,0.3461253309475382,0.0005855142235103,0.4356402818068794,U184,1616641.0
Izno,registered,123.9331676899594,37246,2253,0,1,10,2,Izno,0.0730199145221424,0.045772458342979,0.3732922395199776,0.0035265101955025,0.1555141738728987,U185,34993.0
Pasleim,registered,116.6388902198159,1179433,5990,0,1,12,1,Pasleim,0.1033463671910521,0.0586297378854982,0.3858221591974214,0.0084463241042367,0.1089214012628343,U186,1173443.0
Azertus,registered,100.97530217747266,55799,227,0,1,1,0,Azertus,0.0260070928435027,0.0337504785933524,0.3510737760405437,0.0003729359313801,0.6536624496344287,U187,55572.0
Jc3s5h,registered,115.0524312994487,3140,829,0,1,1,0,Jc3s5h,0.0351004819496226,0.0374026620093229,0.3572362973873329,0.000784975453396,0.4250989563382458,U188,2311.0
Peter F. Patel-Schneider,registered,89.6286671792637,1068,208,0,1,1,1,Peter F. Patel-Schneider,0.0055469673547331,0.0061281305766133,0.311335995129707,3.129200506418416e-05,0.5907058664137651,U189,860.0
Alex42,registered,123.93413736535771,518,11,1,1,1,1,Alex42,0.0003182686187141,0.0002355686287882,0.2594579901780598,6.691888843319404e-05,0.3809523809523809,U190,507.0
Eryakaas,registered,92.96220661615229,149,7,1,0,1,1,Eryakaas,9.09338910611985e-05,0.000175862313073,0.2606929353178602,0.0,1.0,U191,142.0
Ghouston,registered,122.92091175345452,174889,2093,0,1,1,1,Ghouston,0.0389197053741929,0.0244196311654608,0.3592012697677879,0.0026273552529134,0.1742280155216702,U192,172796.0
Ehitaja,registered,111.89915718095968,27659,496,1,1,1,1,Ehitaja,0.0051377648449577,0.0037293379411229,0.3070489721524379,2.736734909465642e-05,0.4258849557522124,U193,27163.0
Marsupium,registered,123.93568542361125,151795,1190,0,1,1,1,Marsupium,0.0326452668909702,0.0243096990845202,0.353517299645347,0.0008282346692115,0.2525106544989763,U194,150605.0
Oursana,registered,117.65682997521434,195964,615,1,1,1,1,Oursana,0.0156860962080567,0.0147245112500069,0.342642823365427,0.0004694798671936,0.370087630603303,U195,195349.0
OmegaFallon,registered,67.81545708216687,9287,31,1,1,1,1,OmegaFallon,0.0008638719650813,0.0009145465601525,0.2807230292899184,5.462198646854592e-07,0.6432748538011696,U196,9256.0
Fryed-peach,registered,112.6936350506855,11063,181,1,1,1,2,Fryed-peach,0.0021824133854687,0.0030171335589209,0.2959843509918208,2.542273876913028e-05,0.7570921985815603,U197,10882.0
Nashev,registered,77.54747834962008,133,18,1,0,1,2,Nashev,0.0008184050195507,0.0007089340686804,0.2582122491054893,1.3044427823440798e-08,0.7843137254901961,U198,115.0
Dan Polansky,registered,120.23591061646258,4944,234,0,1,1,1,Dan Polansky,0.0038192234245703,0.0040979820643491,0.3080996374449545,6.711934781733077e-06,0.5983935742971888,U199,4710.0
Genium,registered,123.7640144713596,153681,275,1,1,1,2,Genium,0.0130490133672819,0.0129536288096575,0.3333684397530732,0.0002058516702821,0.5362442435613167,U200,153406.0
Octahedron80,registered,120.86834203759602,10759,45,1,1,1,6,Octahedron80,0.0025461489497135,0.00288929536387,0.2957486653414429,8.732291761073035e-06,0.5883116883116883,U201,10714.0
Sokirko,registered,103.52391675850065,193,5,1,1,1,2,Sokirko,0.0010457397472037,0.0013051740928443,0.2726913299088348,1.9041072770252482e-08,0.9723320158102768,U202,188.0
Ehn,registered,116.88081624613176,746,21,0,1,1,1,Ehn,0.0026825497863053,0.0033977374365234,0.3068587115066758,7.877127774249047e-07,0.8001168907071888,U204,725.0
AKA MBG,registered,123.92127338533837,5375,47,0,1,1,1,AKA MBG,0.0038646903701009,0.0041579049583767,0.313586755338291,2.9515426542076505e-05,0.5627450980392157,U205,5328.0
Wadim,registered,16.027485163966407,20,2,1,0,1,1,Wadim,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0,U208,18.0
Jc86035,registered,108.5791582152801,129077,1228,0,1,1,0,Jc86035,0.0543784668545967,0.0488323074662565,0.3683750190328715,0.0011254617138629,0.2836344299687942,U210,127849.0
Naypta,registered,60.981613433388624,142,3,0,0,1,1,Naypta,0.0030917522960807,0.0032249952136099,0.3062735559984684,1.2871554123254256e-05,0.7309043020193152,U211,139.0
Ulflarsen,registered,123.21372102096552,1906,8,2,1,1,1,Ulflarsen,0.0009548058561425,0.0006812927782094,0.2633792406611835,3.869189202927602e-07,0.6285714285714286,U213,1898.0
Luckich,registered,5.924144004782211,12,1,1,1,1,12,Luckich,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U214,11.0
Nullzero,registered,111.90634989082596,2142,47,1,1,1,2,Nullzero,0.0019550786578157,0.0023737492737941,0.2818012996509049,7.910942491309713e-07,0.7441860465116279,U215,2095.0
Michael Bednarek,registered,123.1723995397274,2287,10,1,1,1,1,Michael Bednarek,0.0012276075293261,0.0009101474502458,0.2791210073524944,6.104276774751439e-06,0.4814814814814814,U216,2277.0
TED,registered,120.6315043353997,12140,39,0,1,1,1,TED,0.008729653541875,0.0083136292608977,0.3173038848299802,6.312513099405571e-05,0.6398887434554974,U217,12101.0
Sminthopsis84,registered,60.53072273900217,594,2,2,0,1,2,Sminthopsis84,0.0001818677821223,0.0001388862410145,0.2495643292053705,8.022451084974012e-09,0.6666666666666666,U218,592.0
Faux,registered,9.158038456946032,1059,132,0,0,10,2,Faux,0.008502318814222,0.0088227663371702,0.3168639956830779,1.897013960642188e-05,0.5413144730032775,U219,927.0
Kronf,registered,17.934675059872703,131,15,0,0,1,2,Kronf,0.0028189506228971,0.0031362164540301,0.3018476600400397,1.6137863807467468e-06,0.7905869910100476,U220,116.0
Симуран,registered,110.92333023797735,150,1,1,1,1,13,Симуран,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U222,149.0
Dentonius,registered,0.7172460762370206,19,1,1,0,1,14,Dentonius,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U223,18.0
Joe Decker,registered,71.14825842495816,3221,92,1,0,1,2,Joe Decker,0.0100481949622624,0.0109845314943897,0.3214836790391281,4.9733387224820784e-05,0.7220074043603455,U224,3129.0
Matěj Suchánek,registered,122.71315214473184,152465,6604,0,1,8,1,Matěj Suchánek,0.129444393925616,0.0611650947180162,0.3942040336343803,0.0251001207162216,0.07594388046645,U225,145861.0
Matěj Suchánek,registered,122.71315214473184,152465,6604,0,1,3,1,Matěj Suchánek,0.129444393925616,0.0611650947180162,0.3942040336343803,0.0251001207162216,0.07594388046645,U225,145861.0
Matěj Suchánek,registered,122.71315214473184,152465,6604,0,1,12,1,Matěj Suchánek,0.129444393925616,0.0611650947180162,0.3942040336343803,0.0251001207162216,0.07594388046645,U225,145861.0
Stan J Klimas,registered,53.58203111631313,56,1,1,0,1,15,Stan J Klimas,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U226,55.0
Arnaugir,registered,123.46836766744774,13705,49,1,1,1,9,Arnaugir,0.0086841865963444,0.0098102311035323,0.329258708869894,3.550030156076387e-05,0.6079911821438413,U227,13656.0
It Is Me Here,registered,122.02800422550315,1683,214,1,1,10,2,It Is Me Here,0.0176866418114031,0.0242775954514632,0.3408250634915281,5.8954264783625925e-05,0.8384835555084409,U228,1469.0
Jarekt,registered,124.07363981160158,1607930,1315,0,1,12,0,Jarekt,0.0445576066199872,0.0432199951589681,0.3645782703704468,0.0008418633150417,0.3376414917345896,U229,1606615.0
Jarekt,registered,124.07363981160158,1607930,1315,0,1,10,0,Jarekt,0.0445576066199872,0.0432199951589681,0.3645782703704468,0.0008418633150417,0.3376414917345896,U229,1606615.0
Candalua,registered,120.29154830922836,10660,85,0,1,1,1,Candalua,0.0040465581522233,0.0048134283732452,0.3038618298838412,1.691158390697244e-05,0.5888661899897855,U230,10575.0
Xover,registered,90.45247221594784,2098,14,0,1,1,1,Xover,0.0020914794944075,0.0028939622572606,0.2979207804200272,2.0229653648811464e-06,0.7507246376811594,U231,2084.0
LutiV,registered,29.46484413323568,81429,7,0,1,1,1,LutiV,0.0002728016731835,0.0003703128195182,0.2688666805582302,1.8228418505637597e-07,0.6,U232,81422.0
Chris j wood,registered,123.14666929809952,12881,14,1,1,1,5,Chris j wood,0.0128671455851595,0.0105742872834552,0.317991535051278,8.471152565386855e-06,0.8753477182166755,U233,12867.0
Anskar,registered,22.309020338846413,979,10,1,0,1,2,Anskar,0.0016368100391015,0.0020421154181374,0.2788917686802273,7.650760428545348e-07,0.8285714285714286,U234,969.0
Iwan.Aucamp,registered,86.359519132266,8397,505,0,1,2,1,Iwan.Aucamp,0.0141402200600163,0.0117744685243231,0.3302009116540692,0.0001649124158934,0.3619748988694118,U235,7892.0
DirkVE,registered,120.21409900423843,5689,10,1,1,1,5,DirkVE,0.0175502409748113,0.0123004970682969,0.323144415825899,2.985151549100603e-05,0.609932036875042,U236,5679.0
Epìdosis,registered,120.50387870159324,6695268,8843,1,1,3,1,Epìdosis,0.10925707011003,0.0591307815198045,0.3886482330230066,0.0122694093703113,0.1035546394095917,U237,6686425.0
Dl2000,registered,121.41553632936412,281,14,1,1,1,2,Dl2000,0.0005910702918977,0.0007406743703958,0.2630993849133698,2.060977625416949e-05,0.6538461538461539,U238,267.0
Shujenchang,registered,78.6952146709226,66,3,1,0,1,16,Shujenchang,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U239,63.0
Ashashyou,registered,122.52489441946103,528,10,1,1,1,2,Ashashyou,0.0007729380740201,0.0010149339075795,0.2764397733189879,7.721901756181091e-08,0.8970588235294118,U241,518.0
RolandUnger,registered,123.918892166772,45841,239,1,1,1,1,RolandUnger,0.0131399472583431,0.0134244337497532,0.3352207478233413,0.0001973686880706,0.5230680507497116,U242,45602.0
Silvonen,registered,120.80606263874914,33419,533,1,1,10,2,Silvonen,0.0113212694371192,0.0121292927800199,0.3304947337210546,0.0004697012805266,0.4660577795051172,U243,32886.0
Angelo Mascaro,registered,62.86039564277311,11,2,2,0,1,17,Angelo Mascaro,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U244,9.0
Wiki13,registered,123.43689124348892,3119780,2906,0,1,3,2,Wiki13,0.0670637446576339,0.0518540710876166,0.3713560885510565,0.0034122026675989,0.2081227146241059,U247,3116874.0
Wiki13,registered,123.43689124348892,3119780,2906,0,1,12,2,Wiki13,0.0670637446576339,0.0518540710876166,0.3713560885510565,0.0034122026675989,0.2081227146241059,U247,3116874.0
Ettrig,registered,106.02588462916192,2611,13,1,1,1,2,Ettrig,0.0004546694553059,0.0004771734676346,0.2611397098428266,4.681394265041284e-08,0.7777777777777778,U248,2598.0
Soap,registered,102.3697163148076,45,5,1,0,10,2,Soap,0.0003182686187141,0.0006732140951668,0.2702606274660974,0.0,1.0,U249,40.0
Cirt,registered,71.52090087787946,882,122,1,0,1,9,Cirt,0.0077748476857324,0.0081812882034493,0.3138931865116355,5.370617542681744e-05,0.6074303405572755,U250,760.0
Ameisenigel,registered,67.76642459005546,1644869,2654,0,1,3,1683,Ameisenigel,0.0853414567609348,0.0528613736718638,0.3791511664298518,0.0106732494356854,0.1352371258859065,U251,1642215.0
Ameisenigel,registered,67.76642459005546,1644869,2654,0,1,12,1683,Ameisenigel,0.0853414567609348,0.0528613736718638,0.3791511664298518,0.0106732494356854,0.1352371258859065,U251,1642215.0
Simon Villeneuve,registered,124.09018399495616,17138035,457,0,1,7,0,Simon Villeneuve,0.03641902337001,0.0387011288793394,0.3589300762261518,0.0008119609921809,0.4281460674157303,U254,17137578.0
Kirk39,registered,120.891965611888,2903,23,1,1,1,1,Kirk39,0.0004546694553059,0.0005925117386024,0.2763497864136107,6.884296036184562e-05,0.5111111111111111,U255,2880.0
Bill william compton,registered,22.659687285388017,10657,1072,1,0,1,2,Bill william compton,0.033691006638174,0.0322818504224754,0.3523330748547881,0.0010342790400753,0.3834737571579676,U256,9585.0
Marek Mazurkiewicz,registered,123.9997170829426,20228,69,1,1,10,0,Marek Mazurkiewicz,0.0313267254705828,0.041918967606138,0.3535698829116932,4.9348156924841125e-05,0.6556561582340432,U258,20159.0
RKrummeich,registered,1.2507888594563883,84,4,1,1,1,1683,RKrummeich,9.09338910611985e-05,1.031314235239436e-06,0.1972197599574632,0.0,1.0,U259,80.0
Beta16,registered,123.64740435007792,20383,380,0,1,12,2,Beta16,0.0299627171046649,0.029356155876157,0.3513851588835314,0.0004009855719254,0.4062432256665944,U260,20003.0
Drongou,registered,117.9067837730336,1331,8,1,1,1,2,Drongou,0.0001818677821223,8.730996999693617e-05,0.2425710066754406,2.548500650964209e-09,0.5,U261,1323.0
FRacco,registered,107.77480943026436,1493,42,1,1,1,1,FRacco,0.0032736200782031,0.0036544397682991,0.3113196849955881,2.26013544246817e-05,0.5778560250391236,U262,1451.0
Aftabuzzaman,registered,0.0,0,110,0,0,1,0,Aftabuzzaman,0.0235064108393198,0.0329844340502266,0.3422087361169147,0.0001726034934924,0.7701482914248872,U263,-110.0
Pizza1016,registered,120.99581670625224,26615,34,0,1,1,1,Pizza1016,0.0015458761480403,0.0026814343617774,0.2973989494063799,1.1552221171802269e-07,0.8877005347593583,U264,26581.0
Rezonansowy,registered,117.5697063518682,1136,31,0,1,1,2,Rezonansowy,0.0007729380740201,0.0010751582214838,0.2714209416537615,5.539072547237493e-07,0.7426470588235294,U265,1105.0
Bigbossfarin,registered,122.404472142937,42722,309,1,1,1,3,Bigbossfarin,0.0247794853141765,0.0211011344997423,0.3526153092647174,0.0002463510896128,0.3689557474365893,U266,42413.0
Dabidu-san,registered,0.691920816687239,64,1,1,1,1,18,Dabidu-san,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U267,63.0
